0,0,4337
1,0,658
2,0,27
3,0,27
4,0,1250
5,0,753
6,0,753
7,0,496
8,0,496
9,0,527
10,0,527
11,0,270
12,0,270
13,0,523
14,0,523
15,0,268
16,0,268
17,0,527
18,0,527
19,0,270
20,0,270
21,0,527
22,0,527
23,0,270
24,0,270
25,0,523
26,0,523
27,0,268
28,0,268
29,0,71
30,0,1318
31,0,3708
32,0,1695
33,0,538
34,0,538
35,0,1287
36,0,1283
37,0,316
38,0,316
39,0,1069
40,0,1061
41,0,313
42,0,313
43,0,1063
44,0,1055
45,0,316
46,0,316
47,0,1065
48,0,1061
49,0,316
50,0,316
51,0,1065
52,0,1061
53,0,313
54,0,313
55,0,1059
56,0,1055
57,0,978
58,0,961
59,0,1859
60,0,943
61,0,827
62,0,409
63,0,715
64,0,297
65,0,706
66,0,292
67,0,715
68,0,297
69,0,715
70,0,297
71,0,706
72,0,292
73,0,978
74,0,26
75,0,978
76,0,301
77,0,27
78,0,961
79,0,441
